epoch,revenue,broker_num,mer,fund,Rank
293,205.650000,0,0.050000,300000,2
294,67.850000,0,0.050000,300000,2
295,73.600000,0,0.050000,300000,2
296,205.500000,0,0.050000,300000,2
297,208.100000,0,0.050000,300000,2
298,207.600000,0,0.050000,300000,2
299,64.900000,0,0.050000,300000,2
300,78.650000,0,0.050000,300000,2
epoch,revenue,broker_num,mer,fund,Rank
1,404.000000,0,0.200000,300000,13
2,2081.200000,6,0.050000,2100000,7
3,3352.700000,9,0.138169,3000000,4
4,4045.000000,12,0.050000,3900000,1
5,3319.000000,12,0.142486,3900000,1
6,1963.600000,7,0.236288,2400000,5
7,1669.100000,6,0.070993,2100000,7
8,1850.800000,7,0.050000,2400000,5
9,2802.900000,8,0.050000,2700000,4
10,4857.100000,16,0.050000,5100000,1
11,4661.100000,15,0.138404,4800000,1
12,3261.200000,13,0.228266,4200000,1
13,2418.800000,6,0.310151,2100000,7
14,3517.100000,10,0.143012,3300000,3
15,4395.400000,14,0.050000,4500000,1
16,4364.300000,14,0.138082,4500000,1
17,4383.700000,14,0.230371,4500000,1
18,4129.200000,13,0.316600,4200000,1
19,973.900000,11,0.404072,1373344,1
